invoice_id,supplier_gstin,buyer_gstin,taxable_value,gst_amount,period,mismatch_type,mismatch_flag
INV718,07QGrm89645tZ3,89devo23487TZ9,41259,7426.62,2024-03,LATE_FILING,True
INV719,12SIre58494iZ8,52EBTr59578YZ9,28744,5173.92,2024-01,NONE,False
INV720,65fmZE98080eZ0,59qkQi27526iZ6,28272,5088.96,2024-02,NONE,False
INV721,78YZai83552eZ1,78EGaQ48136gZ7,52227,9400.86,2024-01,HIGH_VALUE_SUSPICIOUS,True
INV722,77txoy17340qZ1,13umoZ80244LZ4,18132,3263.76,2024-03,NONE,False
INV723,09GGWc07099ZZ3,55tfQq09696BZ9,96402,17352.36,2024-03,NONE,False
INV724,36Sdlq49136hZ2,26eqAY84470FZ9,5780,1040.4,2024-02,NONE,False
INV725,79ABsR72082dZ6,29jhAI15885UZ0,22152,3987.36,2024-02,NONE,False
INV726,07yUvp41265VZ2,16vdrd77675WZ4,16481,2966.58,2024-03,NONE,False
INV727,52OGMG87584GZ2,01veKv74401DZ2,29975,5395.5,2024-03,NONE,False
INV728,15sdrk16558XZ8,08gJgo85913mZ8,30151,5427.18,2024-02,NONE,False
INV729,08cVmf05582aZ5,89HuOU57023cZ0,25575,4603.5,2024-02,NONE,False
INV730,98KMlk57341NZ8,67yOsi67786ZZ2,99862,17975.16,2024-02,LATE_FILING,True
INV731,63Ekhd60608fZ5,35PBuU97094lZ9,71048,12788.64,2024-02,NONE,False
INV732,47jRcE96076gZ3,67MHhT85950vZ9,7169,1290.42,2024-03,NONE,False
INV733,08HDMN27074YZ4,10qLPi02464SZ2,40887,7359.66,2024-01,NONE,False
INV734,55lGGP59044mZ6,62qasP48244SZ7,91210,16417.8,2024-01,LATE_FILING,True
INV735,02jEaV97910zZ5,47jRcE96076gZ3,71026,12784.68,2024-03,NONE,False
INV736,76JBlr88649nZ4,79COan66254PZ3,38760,6976.8,2024-03,LATE_FILING,True
INV737,54Zmxz44941dZ9,16vdrd77675WZ4,50535,9096.3,2024-02,NONE,False
INV738,63EDHW55351PZ7,88HkCt93386UZ4,32593,5866.74,2024-01,NONE,False
INV739,93LVMw24627LZ2,96ygnP10295iZ2,52274,9409.32,2024-02,NONE,False
INV740,09pplp05886UZ3,39yceQ69159iZ4,82014,14762.52,2024-03,NONE,False
INV741,11Ctgi23437MZ7,47jRcE96076gZ3,70905,12762.9,2024-01,LATE_FILING,True
INV742,06sGFS15631qZ8,39LrWF14289BZ5,4486,807.48,2024-02,NONE,False
INV743,26gafi22393WZ6,89tWqJ25600DZ8,77877,14017.86,2024-01,NONE,False
INV744,49ELEU32127HZ9,06fxbZ47378sZ3,12357,2224.26,2024-02,NONE,False
INV745,98jFtP10630SZ3,92hVBT32904NZ5,75252,13545.36,2024-03,NONE,False
INV746,66uzor12686YZ1,32GOPk03661EZ8,26106,7048.62,2024-02,GST_MISMATCH,True
INV747,23HFjo64734AZ2,00qQhU22461VZ6,44716,8048.88,2024-02,NONE,False
INV748,26gafi22393WZ6,98KMlk57341NZ8,17334,3120.12,2024-01,NONE,False
INV749,65WoDm53629GZ8,36KmQD51430fZ6,35042,6307.56,2024-01,NONE,False
INV750,02QxjW34321rZ0,74cKLz47648YZ5,58243,10483.74,2024-02,NONE,False
INV751,29BciA37386oZ7,03OILC38201YZ9,84049,15128.82,2024-03,NONE,False
INV752,11cyJh50623cZ6,29gBNo29431jZ5,59389,10690.02,2024-02,NONE,False
INV753,83PMnP63026rZ2,95qrKV12417QZ7,83673,15061.14,2024-02,NONE,False
INV754,96ygnP10295iZ2,23fvvc16741DZ5,41808,7525.44,2024-02,NONE,False
INV755,65Vnts35617WZ9,66aaHR93917xZ5,58460,10522.8,2024-01,HIGH_VALUE_SUSPICIOUS,True
INV756,27ZHHv14320zZ5,62qasP48244SZ7,17474,3145.32,2024-02,NONE,False
INV757,50ZSTy36628HZ4,84BVnO41912HZ4,30924,5566.32,2024-01,NONE,False
INV758,63Ekhd60608fZ5,53fqZj16376vZ4,33836,6090.48,2024-02,NONE,False
INV759,77UAUE92127bZ2,66Fike76351sZ6,79062,14231.16,2024-03,NONE,False
INV760,75ARtt11618GZ9,98vMnh86938ZZ6,54296,9773.28,2024-03,LATE_FILING,True
INV761,77uRIY60355EZ5,89devo23487TZ9,20966,3773.88,2024-01,NONE,False
INV762,35TYRA33588rZ1,83BPNI71352pZ6,79510,14311.8,2024-03,NONE,False
INV763,65fmZE98080eZ0,03hPjT23671aZ5,92030,16565.4,2024-01,NONE,False
INV764,38eoBB04666kZ9,78feSF84812AZ3,58537,15804.99,2024-02,GST_MISMATCH,True
INV765,26GlCl73429zZ6,14ZZjz05031kZ8,81798,14723.64,2024-03,NONE,False
INV766,86oYYX24642WZ7,52MOqB49809OZ6,35708,6427.44,2024-01,NONE,False
INV767,29jhAI15885UZ0,73kaXY06128qZ2,89476,16105.68,2024-02,NONE,False
INV768,32awNb12732oZ7,72rOeA23995IZ7,97540,17557.2,2024-02,NONE,False
INV769,83vnAw87875aZ7,95PSdC99145IZ7,48670,8760.6,2024-01,NONE,False
INV770,89tWqJ25600DZ8,60LoZT86746MZ4,69564,18782.28,2024-03,GST_MISMATCH,True
INV771,83vnAw87875aZ7,47MvYg39695RZ8,54139,9745.02,2024-02,NONE,False
INV772,56MpCL14582YZ2,39yRSB91817iZ1,59974,10795.32,2024-02,NONE,False
INV773,80aNNi79553sZ6,68RJqL57602pZ3,18514,3332.52,2024-02,NONE,False
INV774,69CTXL12388cZ7,03roPr74598rZ7,88857,15994.26,2024-01,LATE_FILING,True
INV775,52MOqB49809OZ6,96FVRl77296LZ9,71651,12897.18,2024-03,NONE,False
INV776,69CTXL12388cZ7,56IUYN81951cZ9,62342,11221.56,2024-03,NONE,False
INV777,38iuuy18928NZ2,45gkMe13523AZ1,13198,2375.64,2024-01,NONE,False
INV778,03Jmhx57093WZ9,03pxdz55158XZ6,12907,2323.26,2024-03,NONE,False
INV779,62qasP48244SZ7,78feSF84812AZ3,8244,1483.92,2024-03,NONE,False
INV780,86gflK19806UZ2,69edFn67842kZ3,60476,10885.68,2024-01,NONE,False
INV781,40Ebwx93755OZ7,14DbyV16216SZ5,86735,15612.3,2024-02,NO_GSTR1,True
INV782,54mMEf16018SZ8,80aNNi79553sZ6,61896,11141.28,2024-01,NONE,False
INV783,29gLcI60645jZ9,53rXRo64677pZ4,87878,15818.04,2024-01,NONE,False
INV784,02WoDa11250BZ0,81uQeA78791VZ1,66985,12057.3,2024-02,NONE,False
INV785,97zqjC86088DZ8,05VAuc21703WZ1,30075,5413.5,2024-03,NONE,False
INV786,00JBuT08718YZ8,72rOeA23995IZ7,46488,8367.84,2024-01,NONE,False
INV787,55lGGP59044mZ6,34ZnzD87385zZ9,80549,14498.82,2024-03,LATE_FILING,True
INV788,76CcTK55985cZ7,60PWLC47353UZ0,71206,12817.08,2024-02,NONE,False
INV789,61edLI93652zZ1,88vVna91350cZ3,12412,2234.16,2024-03,NONE,False
INV790,06Gnqc74236gZ2,66suBL38792UZ5,13259,2386.62,2024-03,NO_GSTR1,True
INV791,53IurJ36753cZ7,68rfEM73021qZ5,25590,4606.2,2024-02,NONE,False
INV792,38RXoB21158TZ5,74cKLz47648YZ5,66732,12011.76,2024-03,NONE,False
INV793,82gODj81061VZ9,41CNxM71952jZ0,47855,8613.9,2024-02,LATE_FILING,True
INV794,85Cxip74760uZ7,51wmnB26243xZ6,4694,844.92,2024-02,NONE,False
INV795,56ltXs62136JZ8,83dyhP45590xZ5,10231,1841.58,2024-02,NONE,False
INV796,03roPr74598rZ7,35zRtV01214DZ9,71126,12802.68,2024-02,NONE,False
INV797,86kMFr51350nZ9,24rNdI66173eZ6,48515,8732.7,2024-03,NONE,False
INV798,60PWLC47353UZ0,60LoZT86746MZ4,7120,1281.6,2024-01,NONE,False
INV799,08ywxr33311jZ5,09ATzr93558KZ8,18968,3414.24,2024-01,NONE,False
INV800,74Dlxb73832dZ1,74wtfX98882qZ4,9551,1719.18,2024-01,NONE,False
INV801,76CcTK55985cZ7,35fgLI65667dZ8,66009,17822.43,2024-02,GST_MISMATCH,True
INV802,64QDNk34164gZ4,93vjUz79358rZ8,19558,3520.44,2024-02,NONE,False
INV803,95PSdC99145IZ7,27ZHHv14320zZ5,30709,5527.62,2024-02,NONE,False
INV804,71uYRh91112rZ5,83PMnP63026rZ2,17089,3076.02,2024-01,NONE,False
INV805,01veKv74401DZ2,83rKNv44954mZ8,30309,5455.62,2024-02,NONE,False
INV806,20lXvv02892sZ3,72EmWR05665LZ4,96910,17443.8,2024-03,NONE,False
INV807,21tUhs24310jZ6,67MHhT85950vZ9,22721,4089.78,2024-03,NONE,False
INV808,07HPom02449nZ4,53aFFl07326JZ8,55698,10025.64,2024-03,NONE,False
INV809,90kJOx44756JZ1,47cuzX71918AZ1,6790,1222.2,2024-03,NONE,False
INV810,33sZEX63112oZ6,03Jmhx57093WZ9,65757,11836.26,2024-02,NONE,False
INV811,58VpEE02155SZ8,54ifgt21692qZ9,67401,12132.18,2024-02,NONE,False
INV812,49ELEU32127HZ9,90pRLg42834WZ0,11226,2020.68,2024-02,NONE,False
INV813,58laFN26531MZ5,82cLiS48678bZ3,50168,9030.24,2024-02,NONE,False
INV814,67lVHd07181FZ4,68rfEM73021qZ5,80639,14515.02,2024-02,NO_GSTR1,True
INV815,38jPak45230tZ2,96XBNL90682AZ3,56804,10224.72,2024-01,NONE,False
INV816,03hPjT23671aZ5,27HXUo86579JZ6,78412,14114.16,2024-03,NONE,False
INV817,07BhXn85473OZ2,56ltXs62136JZ8,47537,8556.66,2024-02,NONE,False
INV818,26cBOG73657yZ8,14bYmi49948iZ3,85899,15461.82,2024-02,NONE,False
INV819,56NGMZ70435CZ1,85Cxip74760uZ7,94373,16987.14,2024-01,NONE,False
INV820,55rcNC70547UZ5,96IVKR04592PZ2,56025,10084.5,2024-02,NONE,False
INV821,08ywxr33311jZ5,54PGNn44291fZ7,34414,6194.52,2024-01,NONE,False
INV822,00BbWJ71133FZ2,39lxKa51208nZ6,55589,10006.02,2024-01,NONE,False
INV823,21mOik94310mZ3,33fxUX66655eZ1,71109,12799.62,2024-02,NONE,False
INV824,00BbWJ71133FZ2,69ZMcE69251IZ1,32168,5790.24,2024-02,NONE,False
INV825,21mOik94310mZ3,15dbjm96631oZ2,81468,14664.24,2024-02,NONE,False
INV826,00BbWJ71133FZ2,64qXfa12882QZ5,76582,13784.76,2024-02,NONE,False
INV827,48pkgp44476yZ1,46oPOy25448uZ2,39338,7080.84,2024-02,NONE,False
INV828,39yRSB91817iZ1,01zTkl97098AZ9,62466,16865.82,2024-02,GST_MISMATCH,True
INV829,78EGaQ48136gZ7,05VAuc21703WZ1,86406,15553.08,2024-01,NONE,False
INV830,86gflK19806UZ2,78YZai83552eZ1,74504,13410.72,2024-01,NONE,False
INV831,76uqCi16414BZ6,66wzgH65390cZ9,5275,949.5,2024-03,NONE,False
INV832,20fqzW14359DZ2,45yawy67776dZ3,97659,17578.62,2024-03,NONE,False
INV833,89QgEA81588UZ1,06DgPT41839zZ8,43017,7743.06,2024-03,NONE,False
INV834,58Ygee72881JZ7,88Izgh89477CZ6,71524,12874.32,2024-03,NONE,False
INV835,48rANS83769hZ8,35TYRA33588rZ1,68127,12262.86,2024-03,NONE,False
INV836,51KRTB83252zZ4,49ogZT08081BZ4,92951,16731.18,2024-03,NONE,False
INV837,23ULhs20108oZ6,66anUG91932KZ0,23465,4223.7,2024-03,NONE,False
INV838,06sGFS15631qZ8,48qngM09756dZ0,86348,15542.64,2024-03,NONE,False
INV839,16DCYz81966FZ0,88Izgh89477CZ6,46892,8440.56,2024-03,NO_GSTR1,True
INV840,74yVpk12367aZ1,94JeAB73810pZ5,72335,13020.3,2024-01,NONE,False
INV841,34YMbe37222rZ8,66wzgH65390cZ9,39981,7196.58,2024-01,NONE,False
INV842,33sZEX63112oZ6,85ouKi56337BZ8,86698,15605.64,2024-01,NONE,False
INV843,00sjGJ39413lZ1,37mGLv90649xZ6,91717,16509.06,2024-03,NONE,False
INV844,11Ctgi23437MZ7,38RXoB21158TZ5,24484,6610.68,2024-01,GST_MISMATCH,True
INV845,85ouKi56337BZ8,69CTXL12388cZ7,81591,14686.38,2024-03,NONE,False
INV846,52MOqB49809OZ6,80BmUL29741zZ6,59560,10720.8,2024-03,NONE,False
INV847,71guuD25535VZ9,35UFZI96914kZ8,66404,11952.72,2024-03,NONE,False
INV848,96ygnP10295iZ2,66wzgH65390cZ9,27491,4948.38,2024-02,NONE,False
INV849,46mctm99217iZ0,87upSF17409rZ9,92840,16711.2,2024-01,NONE,False
INV850,93vjUz79358rZ8,14kcVd35934uZ6,78269,14088.42,2024-02,HIGH_VALUE_SUSPICIOUS,True
INV851,25qEME10635DZ7,27gvYE67357qZ4,29132,5243.76,2024-01,NONE,False
INV852,70yVcC65456tZ6,40FVIE17882HZ8,74584,13425.12,2024-01,NONE,False
INV853,02tjkx18406rZ3,89devo23487TZ9,45655,8217.9,2024-03,LATE_FILING,True
INV854,95PSdC99145IZ7,39lxKa51208nZ6,68134,12264.12,2024-01,NONE,False
INV855,06Gnqc74236gZ2,29gLcI60645jZ9,29385,5289.3,2024-03,HIGH_VALUE_SUSPICIOUS,True
INV856,95SLuz08325JZ5,12Koxy41493dZ6,65377,17651.79,2024-01,GST_MISMATCH,True
INV857,89QgEA81588UZ1,74yVpk12367aZ1,33359,6004.62,2024-03,NONE,False
INV858,26kFJo36541SZ8,67lgpY01757sZ7,60576,10903.68,2024-03,LATE_FILING,True
INV859,02WoDa11250BZ0,83nHoC02141UZ4,31817,5727.06,2024-03,NONE,False
INV860,02bijZ78553yZ2,52EBTr59578YZ9,85477,15385.86,2024-03,NONE,False
INV861,60ZLNR83051SZ8,38odlo86584yZ3,50549,9098.82,2024-03,NONE,False
INV862,07yUvp41265VZ2,53IurJ36753cZ7,9649,1736.82,2024-01,NONE,False
INV863,53zMhe09359FZ3,87bZcN15979fZ3,42294,7612.92,2024-03,NONE,False
INV864,92hVBT32904NZ5,23fvvc16741DZ5,73096,13157.28,2024-03,NONE,False
INV865,00JBuT08718YZ8,67yOsi67786ZZ2,95748,17234.64,2024-03,NONE,False
INV866,63HfYw28508YZ3,33eGQB74370JZ4,65137,11724.66,2024-03,NONE,False
INV867,26cBOG73657yZ8,59GWRp70646yZ8,86567,15582.06,2024-02,LATE_FILING,True
INV868,30gZFr41292mZ4,48pkgp44476yZ1,58002,10440.36,2024-01,NONE,False
INV869,39nTuT29824SZ5,19NBsz37963NZ9,78556,14140.08,2024-03,NONE,False
INV870,89HuOU57023cZ0,98KMlk57341NZ8,26552,4779.36,2024-03,NONE,False
INV871,92hVBT32904NZ5,52OGMG87584GZ2,53820,9687.6,2024-03,NONE,False
INV872,92tZFq27187UZ3,00HEhn48080DZ3,23902,4302.36,2024-03,NONE,False
INV873,49hKMa94183sZ5,00JBuT08718YZ8,12264,3311.2799999999997,2024-01,GST_MISMATCH,True
INV874,95SLuz08325JZ5,48hDoc92748dZ0,58070,10452.6,2024-02,NONE,False
INV875,72zgwr69323oZ5,83vnAw87875aZ7,19031,3425.58,2024-02,NONE,False
INV876,98ogmG23767uZ3,09XXEy16472ZZ1,26970,4854.6,2024-03,NO_GSTR1,True
INV877,55XUrF97891fZ9,01JrVQ05945yZ0,22384,4029.12,2024-03,NONE,False
INV878,30qRRJ37892XZ0,79ABsR72082dZ6,69092,12436.56,2024-03,NO_GSTR1,True
INV879,09GGWc07099ZZ3,39yceQ69159iZ4,4446,800.28,2024-02,NONE,False
INV880,44HxZy51141KZ0,02WoDa11250BZ0,3485,627.3,2024-03,NONE,False
INV881,49hKMa94183sZ5,68pUEy08045xZ6,91611,16489.98,2024-02,NO_GSTR1,True
INV882,03hPjT23671aZ5,79ebMz50521iZ3,24323,4378.14,2024-01,NONE,False
INV883,26kFJo36541SZ8,45yawy67776dZ3,27217,4899.06,2024-03,NONE,False
INV884,70eCUW60297tZ3,74Avec47845TZ5,81100,14598.0,2024-03,NONE,False
INV885,36Sdlq49136hZ2,31wVkj29083LZ6,8680,1562.4,2024-03,NONE,False
INV886,21mOik94310mZ3,56sRmr96388gZ9,96320,17337.6,2024-03,NONE,False
INV887,09XXEy16472ZZ1,21rFbu32928mZ8,73658,13258.44,2024-02,NONE,False
INV888,92zasY26230FZ2,79ABsR72082dZ6,36171,6510.78,2024-02,NONE,False
INV889,02jEaV97910zZ5,92QJtm83489rZ4,18398,3311.64,2024-02,LATE_FILING,True
INV890,87BZzn15754QZ3,01gszS11368MZ9,38501,6930.18,2024-01,NONE,False
INV891,49hKMa94183sZ5,75hiKX66370IZ7,22142,3985.56,2024-03,NONE,False
INV892,34dBsv41200NZ8,61cXrT58079tZ6,91825,16528.5,2024-01,NONE,False
INV893,53fqZj16376vZ4,03pxdz55158XZ6,64983,11696.94,2024-02,NONE,False
INV894,03Jmhx57093WZ9,88kkau56046SZ4,95743,17233.74,2024-03,NONE,False
INV895,74Nfff78511IZ3,27ZHHv14320zZ5,4635,834.3,2024-03,NONE,False
INV896,99wfil19985sZ0,50BpkG34585gZ6,87853,15813.54,2024-03,NONE,False
INV897,38RXoB21158TZ5,79COan66254PZ3,38494,6928.92,2024-02,NONE,False
INV898,48piUU72161aZ9,66aaHR93917xZ5,83440,15019.2,2024-02,LATE_FILING,True
INV899,52OGMG87584GZ2,58VpEE02155SZ8,2263,407.34,2024-02,LATE_FILING,True
INV900,36KmQD51430fZ6,22wJVw92984lZ2,80366,14465.88,2024-03,NONE,False
INV901,76CcTK55985cZ7,87upSF17409rZ9,91251,16425.18,2024-02,NONE,False
INV902,49kbvb68497sZ0,55FEyn11262tZ6,50323,13587.21,2024-01,GST_MISMATCH,True
INV903,72eYPC83341aZ1,74vehE67338iZ0,52529,9455.22,2024-02,LATE_FILING,True
INV904,83Jdhv76468PZ9,77AUWF66339MZ8,9188,1653.84,2024-01,NONE,False
INV905,68NmdY60386YZ2,23TypH15761EZ8,28002,5040.36,2024-01,NONE,False
INV906,83BPNI71352pZ6,06fxbZ47378sZ3,10184,1833.12,2024-03,LATE_FILING,True
INV907,66swiT46789rZ8,01iVAo65853CZ0,44836,8070.48,2024-03,NONE,False
INV908,17IImJ99771oZ5,36AZpw17301IZ2,52845,9512.1,2024-03,NONE,False
INV909,01zTkl97098AZ9,47MvYg39695RZ8,51720,9309.6,2024-01,NONE,False
INV910,62CIld09669XZ3,72njHu56423UZ7,21236,5733.72,2024-03,GST_MISMATCH,True
INV911,31UMZj57050jZ3,11cyJh50623cZ6,66759,12016.62,2024-03,NO_GSTR1,True
INV912,36WQnV02558NZ7,68NmdY60386YZ2,75800,13644.0,2024-02,NONE,False
INV913,50BpkG34585gZ6,47cuzX71918AZ1,62291,11212.38,2024-01,NONE,False
INV914,52mVzJ22802EZ5,50BpkG34585gZ6,79627,14332.86,2024-03,NONE,False
INV915,62qasP48244SZ7,66hTNr80917GZ4,95015,17102.7,2024-01,NONE,False
INV916,91nTXF13837CZ4,02jEaV97910zZ5,81914,14744.52,2024-02,NONE,False
INV917,83rKNv44954mZ8,69kOip57522hZ4,93880,16898.4,2024-02,NONE,False
INV918,47jRcE96076gZ3,53IurJ36753cZ7,78334,14100.12,2024-01,NONE,False
INV919,02bijZ78553yZ2,14kcVd35934uZ6,20252,3645.36,2024-03,NO_GSTR1,True
INV920,20lXvv02892sZ3,99wfil19985sZ0,34685,9364.95,2024-02,GST_MISMATCH,True
INV921,06NGfZ87122cZ4,52EBTr59578YZ9,25738,4632.84,2024-03,LATE_FILING,True
INV922,06sGFS15631qZ8,46stGa31957gZ7,60632,10913.76,2024-03,NONE,False
INV923,83vnAw87875aZ7,05xBJq33988oZ1,69514,12512.52,2024-03,NONE,False
INV924,60PWLC47353UZ0,61HdUi73085AZ0,85179,15332.22,2024-01,NONE,False
INV925,58Ygee72881JZ7,75fssf82632OZ3,89686,16143.48,2024-02,NONE,False
INV926,35PBuU97094lZ9,36JUaK36851AZ5,67820,12207.6,2024-02,NONE,False
INV927,13umoZ80244LZ4,82UWKN78987iZ2,4007,721.26,2024-03,NO_GSTR1,True
INV928,78cGFg01767jZ7,41CNxM71952jZ0,17048,3068.64,2024-01,NONE,False
INV929,36Sdlq49136hZ2,23HFjo64734AZ2,83079,22431.329999999998,2024-02,GST_MISMATCH,True
INV930,40FVIE17882HZ8,77uRIY60355EZ5,3429,617.22,2024-02,NONE,False
INV931,66anUG91932KZ0,72zgwr69323oZ5,46683,8402.94,2024-02,NONE,False
INV932,44Rcfm91470XZ8,09XXEy16472ZZ1,68286,12291.48,2024-03,HIGH_VALUE_SUSPICIOUS,True
INV933,15dbjm96631oZ2,46oPOy25448uZ2,17412,3134.16,2024-02,NONE,False
INV934,33omwv93741gZ0,00HEhn48080DZ3,93206,16777.08,2024-01,LATE_FILING,True
INV935,56IUYN81951cZ9,11Ctgi23437MZ7,41180,7412.4,2024-03,NONE,False
INV936,25mbLX75451dZ1,49TDNt56239XZ4,92308,16615.44,2024-03,NONE,False
INV937,19NBsz37963NZ9,26gafi22393WZ6,44895,8081.1,2024-03,NONE,False
INV938,58vRFM63316lZ6,08gJgo85913mZ8,74278,13370.04,2024-01,NONE,False
INV939,96IVKR04592PZ2,08cVmf05582aZ5,72194,12994.92,2024-03,NONE,False
INV940,42uLvo41925AZ3,24wEnm88714MZ8,72965,13133.7,2024-03,HIGH_VALUE_SUSPICIOUS,True
INV941,02jEaV97910zZ5,14ZZjz05031kZ8,17784,3201.12,2024-01,HIGH_VALUE_SUSPICIOUS,True
INV942,54gjcU64012rZ9,43kHaM76609sZ3,63205,11376.9,2024-01,LATE_FILING,True
INV943,01gszS11368MZ9,85DAjf86178mZ3,62491,11248.38,2024-02,NONE,False
INV944,56ltXs62136JZ8,83EOyv65832fZ6,58458,10522.44,2024-01,NONE,False
INV945,74Dlxb73832dZ1,16DCYz81966FZ0,57362,10325.16,2024-02,NONE,False
INV946,73eUXH56509YZ3,78feSF84812AZ3,74058,13330.44,2024-01,NONE,False
INV947,72njHu56423UZ7,76JBlr88649nZ4,38355,6903.9,2024-03,NONE,False
INV948,45yawy67776dZ3,20qVXc41696VZ1,65982,11876.76,2024-01,NONE,False
INV949,36KmQD51430fZ6,38eoBB04666kZ9,4976,895.68,2024-02,NONE,False
INV950,58BFnW29258LZ6,94ebED18554dZ8,74266,13367.88,2024-02,LATE_FILING,True
INV951,27IyIS69304SZ4,77txoy17340qZ1,34768,6258.24,2024-01,NONE,False
INV952,48hDoc92748dZ0,95SLuz08325JZ5,21714,5862.78,2024-03,GST_MISMATCH,True
INV953,56ltXs62136JZ8,98vMnh86938ZZ6,38717,6969.06,2024-03,NONE,False
INV954,55lGGP59044mZ6,29gLcI60645jZ9,80966,14573.88,2024-03,HIGH_VALUE_SUSPICIOUS,True
INV955,20lXvv02892sZ3,16juLm32353bZ4,26308,4735.44,2024-03,NONE,False
INV956,07QGrm89645tZ3,24rNdI66173eZ6,18018,3243.24,2024-01,NONE,False
INV957,39LrWF14289BZ5,35PBuU97094lZ9,4233,761.94,2024-02,NONE,False
INV958,38DgqK48706sZ2,67bvfX98249UZ1,60343,10861.74,2024-02,NONE,False
INV959,86oYYX24642WZ7,36eGMd24767NZ0,65341,11761.38,2024-02,NONE,False
INV960,44Rcfm91470XZ8,38OXwq99935HZ9,77032,13865.76,2024-01,NONE,False
INV961,39zhaP53952aZ4,65fmZE98080eZ0,28796,5183.28,2024-02,NONE,False
INV962,21rFbu32928mZ8,25iiAu72413YZ7,90217,16239.06,2024-01,NONE,False
INV963,52mVzJ22802EZ5,63HfYw28508YZ3,37131,6683.58,2024-02,NONE,False
INV964,42uLvo41925AZ3,22wJVw92984lZ2,54526,9814.68,2024-01,NONE,False
INV965,91HqDz49570pZ2,54Zmxz44941dZ9,84173,15151.14,2024-02,NONE,False
INV966,91HqDz49570pZ2,78ClZz51236AZ0,26852,4833.36,2024-03,NONE,False
INV967,83EeaU57497YZ0,73kaXY06128qZ2,43548,7838.64,2024-01,NONE,False
INV968,93HQXQ25595QZ0,49TDNt56239XZ4,15980,4314.6,2024-02,GST_MISMATCH,True
INV969,35zRtV01214DZ9,01iVAo65853CZ0,4476,805.68,2024-02,LATE_FILING,True
INV970,70yVcC65456tZ6,46oPOy25448uZ2,83874,15097.32,2024-03,NONE,False
INV971,33fxUX66655eZ1,83Jdhv76468PZ9,40040,7207.2,2024-01,NONE,False
INV972,67lVHd07181FZ4,00JBuT08718YZ8,82531,14855.58,2024-01,NONE,False
INV973,41saXq80858tZ5,09gPiX13357TZ4,46209,8317.62,2024-02,NONE,False
INV974,15dbjm96631oZ2,72rOeA23995IZ7,97486,17547.48,2024-03,NONE,False
INV975,02jEaV97910zZ5,31UMZj57050jZ3,33254,5985.72,2024-02,NONE,False
INV976,01JrVQ05945yZ0,64ZndU96704IZ9,61800,11124.0,2024-03,NONE,False
INV977,96kYXg29979fZ3,78uSWW03552mZ0,83349,15002.82,2024-02,HIGH_VALUE_SUSPICIOUS,True
INV978,55FEyn11262tZ6,05xBJq33988oZ1,86793,15622.74,2024-02,NONE,False
INV979,31OdAh41865DZ0,34gZDd65027KZ9,60918,10965.24,2024-02,LATE_FILING,True
INV980,74mjEE84729yZ0,59qkQi27526iZ6,40102,7218.36,2024-01,NONE,False
INV981,50uexy06388eZ0,56IUYN81951cZ9,65630,11813.4,2024-02,NONE,False
INV982,06sGFS15631qZ8,87BZzn15754QZ3,50612,9110.16,2024-02,NONE,False
INV983,74yVpk12367aZ1,81uQeA78791VZ1,83107,14959.26,2024-02,NONE,False
INV984,29gBNo29431jZ5,62BUoT62650VZ1,54132,9743.76,2024-03,NONE,False
INV985,78feSF84812AZ3,54Zmxz44941dZ9,14622,2631.96,2024-02,NONE,False
INV986,74yVpk12367aZ1,29gBNo29431jZ5,20481,3686.58,2024-01,NONE,False
INV987,72EmWR05665LZ4,74otQe32489VZ2,96052,17289.36,2024-01,HIGH_VALUE_SUSPICIOUS,True
INV988,06Gnqc74236gZ2,03pxdz55158XZ6,8493,1528.74,2024-02,NONE,False
INV989,54mMEf16018SZ8,31OdAh41865DZ0,83947,15110.46,2024-03,NONE,False
INV990,64QDNk34164gZ4,83rKNv44954mZ8,16368,2946.24,2024-01,NONE,False
INV991,27ZHHv14320zZ5,25jHxf60500tZ1,93948,16910.64,2024-01,NO_GSTR1,True
INV992,42AOVI09449zZ0,54Zmxz44941dZ9,97098,17477.64,2024-02,LATE_FILING,True
INV993,38OXwq99935HZ9,52kRPJ73506cZ3,73165,13169.7,2024-03,NONE,False
INV994,46stGa31957gZ7,34YkzE49624EZ3,14281,2570.58,2024-02,NONE,False
INV995,47MvYg39695RZ8,92QJtm83489rZ4,91984,16557.12,2024-03,NONE,False
INV996,28ZnaJ98237RZ5,26cBOG73657yZ8,62271,11208.78,2024-01,NONE,False
INV997,62BUoT62650VZ1,51wmnB26243xZ6,56060,10090.8,2024-02,NONE,False
INV998,69ZMcE69251IZ1,41saXq80858tZ5,4604,828.72,2024-03,NONE,False
INV999,12IKdG33003NZ4,31wVkj29083LZ6,35018,6303.24,2024-02,HIGH_VALUE_SUSPICIOUS,True
INV1000,91bblz60068xZ4,74hdpf05923yZ6,12176,2191.68,2024-03,NONE,False
INV1001,20qVXc41696VZ1,66anUG91932KZ0,5278,950.04,2024-03,NO_GSTR1,True
INV1002,28tpem00924DZ1,83XkMS09391SZ2,19929,5380.83,2024-02,GST_MISMATCH,True
INV1003,01gszS11368MZ9,39nTuT29824SZ5,94327,16978.86,2024-02,NONE,False
INV1004,89rpAd35268RZ7,33omwv93741gZ0,87695,15785.1,2024-03,NONE,False
INV1005,89QgEA81588UZ1,96IVKR04592PZ2,18165,3269.7,2024-03,NONE,False
